#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:combined_alignment" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:combined_alignment" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:combined_alignment" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.combined_alignment" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:combined_alignment" name="distribution" x="@birthRate.t:combined_alignment">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@combined_alignment" id="treeLikelihood.combined_alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:combined_alignment">
#            <siteModel id="SiteModel.s:combined_alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:combined_alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:combined_alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:combined_alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:combined_alignment" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:combined_alignment" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:combined_alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
32000	-70080.7651347247	-70093.81812407424	13.052989349545168	-70093.81812407424	0.31415129540881975	13.052989349545168	6.39872798648445
33000	-70080.69071495214	-70093.05155167003	12.360836717886631	-70093.05155167003	0.31072174300724936	12.360836717886631	4.632851856830569
34000	-70083.91666163216	-70096.94132283659	13.02466120442335	-70096.94132283659	0.311427692783279	13.02466120442335	6.785762421762619
35000	-70078.00561427251	-70090.56544116451	12.559826892003636	-70090.56544116451	0.30716080537528334	12.559826892003636	8.86589827040727
36000	-70079.07109088573	-70092.52990740223	13.458816516506625	-70092.52990740223	0.3002219614495801	13.458816516506625	7.093265836784312
37000	-70082.1267501172	-70094.81891891247	12.692168795268266	-70094.81891891247	0.31377794417740323	12.692168795268266	4.854657085467568
38000	-70083.78799316961	-70096.83995330891	13.051960139308628	-70096.83995330891	0.31041300575913217	13.051960139308628	5.625561576579099
39000	-70081.4570730268	-70093.46707616214	12.010003135340163	-70093.46707616214	0.3143370576582683	12.010003135340163	9.4218273337511
40000	-70080.25733853805	-70093.52404001149	13.26670147343011	-70093.52404001149	0.30848226752825897	13.26670147343011	6.012115257403855
41000	-70076.70934215811	-70089.80424612889	13.094903970784094	-70089.80424612889	0.3065422607833437	13.094903970784094	5.392232380720497
42000	-70079.45906302832	-70092.56472411373	13.105661085418888	-70092.56472411373	0.303571106967903	13.105661085418888	8.154140621085672
43000	-70083.76514233738	-70097.31290033963	13.547758002257577	-70097.31290033963	0.2986275216517371	13.547758002257577	6.445916676538942
44000	-70079.65183218579	-70092.90877640272	13.25694421693115	-70092.90877640272	0.3080824328597285	13.25694421693115	6.3965616638435945
45000	-70077.90208222612	-70091.24968287644	13.347600650325807	-70091.24968287644	0.30754038442826315	13.347600650325807	6.411531957582833
46000	-70079.30895603924	-70092.58985145001	13.280895410773883	-70092.58985145001	0.30754038442826315	13.280895410773883	6.9053907904558525
47000	-70081.57662910206	-70094.86162151946	13.284992417407215	-70094.86162151946	0.30486096543357194	13.284992417407215	5.969302789157129
48000	-70077.99793817317	-70091.1383555509	13.140417377720738	-70091.1383555509	0.30862789090650894	13.140417377720738	7.401698551725183
49000	-70076.68691864291	-70089.87022368003	13.183305037118371	-70089.87022368003	0.3077378785334596	13.183305037118371	6.319859314736902
50000	-70078.94057622478	-70090.43485224815	11.494276023367622	-70090.43485224815	0.31005948843423775	11.494276023367622	10.022860719541077
51000	-70077.00755301163	-70089.95292590666	12.945372895033255	-70089.95292590666	0.30815148502290496	12.945372895033255	5.251621757276792
52000	-70078.61046321892	-70091.10795011684	12.497486897925626	-70091.10795011684	0.31046816363210367	12.497486897925626	4.81567321368487
53000	-70078.72909118772	-70089.69592454802	10.966833360298988	-70089.69592454802	0.3015010509265038	10.966833360298988	11.191316475986351
54000	-70079.06086792237	-70092.44528564776	13.384417725392627	-70092.44528564776	0.30364999050978025	13.384417725392627	6.017188047886292
55000	-70078.62386740184	-70090.9774570539	12.353589652058641	-70090.9774570539	0.31312659286794414	12.353589652058641	8.94546648474606
56000	-70076.19439943781	-70089.4071844128	13.212784974988832	-70089.4071844128	0.30649892695424164	13.212784974988832	7.53494215487081
57000	-70081.21881966548	-70094.76834930562	13.549529640148629	-70094.76834930562	0.3000341089491197	13.549529640148629	6.4826113106735095
58000	-70076.61762472815	-70089.76103495786	13.143410229705474	-70089.76103495786	0.308732616584888	13.143410229705474	7.739091184807338
59000	-70080.96324052807	-70093.19929768941	12.236057161333939	-70093.19929768941	0.30990083766912097	12.236057161333939	4.51129269776536
60000	-70083.29958613751	-70096.61327550442	13.313689366917686	-70096.61327550442	0.3019550938899997	13.313689366917686	7.731898410390581
61000	-70079.33620917972	-70092.68059672335	13.344387543633438	-70092.68059672335	0.3021768723390926	13.344387543633438	7.184408501203438
62000	-70088.42604462226	-70101.8181503316	13.392105709334533	-70101.8181503316	0.3052947257793	13.392105709334533	7.219487740528018
63000	-70078.40206349375	-70091.15262933428	12.750565840530399	-70091.15262933428	0.3109368753095907	12.750565840530399	5.023902693934167
64000	-70075.46992801673	-70088.89761741906	13.42768940233784	-70088.89761741906	0.303734251484341	13.42768940233784	6.54331982534372
65000	-70077.52922700273	-70089.67485482758	12.145627824847253	-70089.67485482758	0.3075652164233833	12.145627824847253	9.7031858925634
66000	-70078.01356701618	-70090.71137119547	12.69780417928526	-70090.71137119547	0.30562623609425543	12.69780417928526	4.821854216228845
67000	-70077.63130896883	-70090.94613898195	13.314830013108459	-70090.94613898195	0.3071189591530823	13.314830013108459	6.107258918752224
68000	-70077.15707159686	-70090.41305417795	13.25598258109661	-70090.41305417795	0.30705242186596116	13.25598258109661	7.143776553860103
69000	-70075.57239949108	-70088.90249871359	13.330099222510496	-70088.90249871359	0.3052758637922632	13.330099222510496	6.4268277495093304
70000	-70077.96251986243	-70091.0597816552	13.097261792772073	-70091.0597816552	0.3064017936951302	13.097261792772073	7.76221388955784
71000	-70076.73966396217	-70089.93307130509	13.193407342919297	-70089.93307130509	0.30271051875789434	13.193407342919297	5.505745290614531
72000	-70078.64096790436	-70091.73588708814	13.094919183791166	-70091.73588708814	0.3052951565533692	13.094919183791166	8.069721776496987
73000	-70080.02441796013	-70093.08286161198	13.058443651861067	-70093.08286161198	0.31004899545692033	13.058443651861067	7.814231734017619
74000	-70083.89278570325	-70097.14171083827	13.248925135014332	-70097.14171083827	0.3112657979834046	13.248925135014332	6.703941064386919
75000	-70077.8214842825	-70091.13847647357	13.316992191073941	-70091.13847647357	0.30833446285471927	13.316992191073941	6.684387283377528
76000	-70080.10724368658	-70092.06320787095	11.955964184363031	-70092.06320787095	0.30052303405302777	11.955964184363031	4.12584191534362
77000	-70076.85032689525	-70089.75587863188	12.905551736634898	-70089.75587863188	0.3069705388646983	12.905551736634898	8.295859125458117
78000	-70078.20009443373	-70091.28784401274	13.087749579011696	-70091.28784401274	0.3093189038979064	13.087749579011696	7.799097174266915
79000	-70083.29083550509	-70096.10153883797	12.810703332884117	-70096.10153883797	0.3071839477733076	12.810703332884117	8.703057930199678
80000	-70082.44165488964	-70095.08952816376	12.647873274127676	-70095.08952816376	0.309377660704484	12.647873274127676	8.694666225833053
81000	-70086.70832221016	-70098.87428415574	12.165961945578832	-70098.87428415574	0.3121937523940824	12.165961945578832	9.594410686708375
82000	-70079.47762606197	-70092.83613845926	13.358512397284837	-70092.83613845926	0.3090484968813255	13.358512397284837	7.140073068216603
83000	-70081.77776165353	-70094.67884893577	12.901087282243372	-70094.67884893577	0.3050322624719066	12.901087282243372	8.41283988192909
84000	-70082.55010862064	-70093.86462946588	11.314520845241102	-70093.86462946588	0.3042279626655592	11.314520845241102	10.570079066585457
85000	-70080.52042263275	-70092.23982673974	11.719404106991874	-70092.23982673974	0.3109429744677308	11.719404106991874	9.883823256673859
86000	-70080.93543969025	-70094.31856236732	13.383122677063891	-70094.31856236732	0.3070190169658186	13.383122677063891	6.739850974037852
87000	-70083.14916019158	-70096.1009723739	12.951812182322756	-70096.1009723739	0.30367239073790886	12.951812182322756	5.175452882541013
88000	-70077.78024111725	-70089.50898699001	11.72874587275954	-70089.50898699001	0.30688627672157903	11.72874587275954	10.077208057522418
89000	-70081.38178689356	-70094.72138683067	13.339599937106652	-70094.72138683067	0.3007976233611778	13.339599937106652	5.466869290076211
90000	-70080.21402443784	-70093.09239806214	12.878373624299673	-70093.09239806214	0.31113338997222156	12.878373624299673	5.544288600399701
91000	-70080.27099204036	-70093.1909748537	12.91998281334559	-70093.1909748537	0.30847633390126433	12.91998281334559	5.192996295896781
92000	-70085.04265247147	-70097.84210377724	12.799451305760654	-70097.84210377724	0.31151545039884215	12.799451305760654	5.048552970908799
93000	-70085.59788710186	-70097.80041159411	12.202524492257071	-70097.80041159411	0.30643678001439256	12.202524492257071	9.257769916371572
94000	-70087.19375029011	-70099.74197287009	12.548222579976585	-70099.74197287009	0.30859408230258045	12.548222579976585	4.751150917281521
95000	-70075.73629196442	-70088.54745177946	12.811159815044272	-70088.54745177946	0.30675884715493834	12.811159815044272	8.633420220677163
96000	-70081.44695876271	-70094.69979949013	13.252840727420821	-70094.69979949013	0.30629138244233717	13.252840727420821	7.693801155772246
97000	-70080.21292170584	-70093.58720755824	13.374285852409358	-70093.58720755824	0.3068490397611453	13.374285852409358	7.020745521073595
98000	-70079.71059737219	-70093.21453432822	13.503936956031568	-70093.21453432822	0.30066825471922765	13.503936956031568	6.800785265647649
99000	-70077.92314459282	-70090.81448626958	12.891341676756399	-70090.81448626958	0.3073771389927295	12.891341676756399	5.031508273544982
100000	-70082.3799520046	-70094.65759830421	12.277646299605685	-70094.65759830421	0.30762945091993094	12.277646299605685	9.439266822591712
101000	-70080.61448181767	-70093.87487038283	13.260388565164092	-70093.87487038283	0.3088221753199263	13.260388565164092	7.769965541979901
102000	-70084.77512910307	-70098.11994723063	13.344818127552614	-70098.11994723063	0.3048140398600718	13.344818127552614	5.645299637027798
103000	-70079.15419368718	-70092.38233632891	13.228142641737957	-70092.38233632891	0.3112067707081812	13.228142641737957	6.724913881810509
104000	-70088.05149126107	-70101.04994097952	12.998449718445128	-70101.04994097952	0.30387472789061276	12.998449718445128	5.2586458518675
105000	-70087.0024585824	-70099.47255753244	12.470098950037972	-70099.47255753244	0.2970521875746155	12.470098950037972	9.463066845486264
106000	-70082.26409230553	-70093.64870967757	11.384617372037624	-70093.64870967757	0.3042242594439447	11.384617372037624	3.7314603470719865
107000	-70079.79521173422	-70093.02704917292	13.231837438692585	-70093.02704917292	0.3130747578415654	13.231837438692585	6.6587226069627805
108000	-70082.88752570574	-70095.29131783136	12.403792125624804	-70095.29131783136	0.30510575026815856	12.403792125624804	9.300556830537186
109000	-70081.22105897221	-70093.54479243401	12.323733461808835	-70093.54479243401	0.3057411278824975	12.323733461808835	4.4634250544538725
110000	-70077.25568557563	-70090.11827318397	12.862587608336003	-70090.11827318397	0.30850797691145815	12.862587608336003	7.945440095783903
111000	-70079.35631987154	-70092.70115814336	13.344838271823317	-70092.70115814336	0.3066476378193302	13.344838271823317	6.581250972038002
112000	-70080.01703567986	-70092.4334847357	12.416449055828663	-70092.4334847357	0.30921404779286865	12.416449055828663	4.734256858358807
113000	-70078.54828892529	-70092.04373425287	13.49544532758221	-70092.04373425287	0.30350683967908043	13.49544532758221	6.65476240822397
114000	-70082.40938549033	-70095.58680751148	13.17742202115575	-70095.58680751148	0.3092157801967036	13.17742202115575	7.381145753392142
115000	-70078.7007608069	-70092.11416794185	13.413407134947889	-70092.11416794185	0.3053987232300498	13.413407134947889	7.140329735665309
116000	-70082.47891648018	-70095.15618336173	12.677266881559978	-70095.15618336173	0.30967190588526533	12.677266881559978	4.999872963722393
117000	-70081.5050784241	-70094.82659933987	13.321520915767305	-70094.82659933987	0.3073068085972075	13.321520915767305	6.77275724021992
118000	-70077.55968447325	-70090.81528945114	13.255604977887739	-70090.81528945114	0.3047109440139357	13.255604977887739	5.988747463214366
119000	-70081.35869643373	-70094.709128365	13.35043193125641	-70094.709128365	0.30585523157400013	13.35043193125641	7.19618364522424
120000	-70077.35547113136	-70090.65254208488	13.297070953509067	-70090.65254208488	0.3131980169614773	13.297070953509067	7.043897063150819
121000	-70077.10534031749	-70089.35371426855	12.248373951067943	-70089.35371426855	0.30292241863752345	12.248373951067943	4.3584239627936086
122000	-70075.10393805253	-70087.69166927267	12.587731220138165	-70087.69166927267	0.30777200155394513	12.587731220138165	4.778998945310308
123000	-70081.5942056464	-70094.56315826341	12.968952617018157	-70094.56315826341	0.3086293408817666	12.968952617018157	5.232639232246645
124000	-70076.65055576515	-70088.87173783973	12.221182074576458	-70088.87173783973	0.3067170950456398	12.221182074576458	9.615933441835896
125000	-70081.94937868763	-70094.88182526139	12.932446573752253	-70094.88182526139	0.3138463965437247	12.932446573752253	5.340266140316573
126000	-70076.10427089124	-70089.17023838262	13.065967491370962	-70089.17023838262	0.30711792452478986	13.065967491370962	5.491220632469093
127000	-70077.34575862928	-70088.70094893638	11.355190307107812	-70088.70094893638	0.3084899732513222	11.355190307107812	10.546835386954548
128000	-70084.95794499334	-70097.48828359487	12.530338601529024	-70097.48828359487	0.3125834777169867	12.530338601529024	4.778631469011719
129000	-70079.94404855666	-70093.08979370551	13.145745148854111	-70093.08979370551	0.2985540011207931	13.145745148854111	5.21033740433273
130000	-70078.64057571425	-70091.39093614079	12.75036042653269	-70091.39093614079	0.3015916537666786	12.75036042653269	4.806762389216625
131000	-70075.81684845852	-70089.17312257497	13.356274116449633	-70089.17312257497	0.3060885690991569	13.356274116449633	6.79508909043413
132000	-70076.8090981588	-70089.81739090953	13.00829275072752	-70089.81739090953	0.30681443499256944	13.00829275072752	8.111793034627354
133000	-70083.0774720837	-70095.89551789626	12.818045812553931	-70095.89551789626	0.31315379136027854	12.818045812553931	5.162926754234741
134000	-70083.52409447402	-70095.48598465353	11.961890179507996	-70095.48598465353	0.3159548889729264	11.961890179507996	9.420611123385529
135000	-70087.5200257401	-70101.0386879211	13.51866218100167	-70101.0386879211	0.30106915686837116	13.51866218100167	6.752258838224389
136000	-70083.44321743806	-70095.87392333655	12.430705898478736	-70095.87392333655	0.306984517750005	12.430705898478736	9.27067567777023
137000	-70080.52698538512	-70093.91573490437	13.38874951925131	-70093.91573490437	0.30444681602146967	13.38874951925131	5.921159557964935
138000	-70084.65502641263	-70097.21899083666	12.56396442403007	-70097.21899083666	0.31034419889140064	12.56396442403007	8.22469371064986
139000	-70080.16110848918	-70091.54614108276	11.385032593572856	-70091.54614108276	0.3094506451213431	11.385032593572856	10.27956408780278
140000	-70078.14260028125	-70091.34757024563	13.20496996438973	-70091.34757024563	0.3055016827930794	13.20496996438973	7.87085560117251
141000	-70082.90864112902	-70096.18463848627	13.275997357253177	-70096.18463848627	0.3066234627247511	13.275997357253177	5.758824317956479
142000	-70083.7782579955	-70096.69727932283	12.919021327337742	-70096.69727932283	0.3108579935922464	12.919021327337742	7.350741371056052
143000	-70084.15457188875	-70096.79133687966	12.636764990913846	-70096.79133687966	0.31549375987724837	12.636764990913846	8.152213664628118
144000	-70081.81827469153	-70095.19742604163	13.379151350106122	-70095.19742604163	0.3051358205291192	13.379151350106122	7.687490687235043
145000	-70079.08108859563	-70092.47523572431	13.394147128688363	-70092.47523572431	0.30808370942268976	13.394147128688363	7.251198504126464
146000	-70080.67942323282	-70093.43331689255	12.753893659722355	-70093.43331689255	0.3058525579950212	12.753893659722355	8.530604423692829
147000	-70090.92356191755	-70104.04446977277	13.120907855218864	-70104.04446977277	0.3009174889880382	13.120907855218864	5.476834213518962
148000	-70085.24082196108	-70097.43589231667	12.195070355588758	-70097.43589231667	0.3140840423090111	12.195070355588758	9.27358693228207
149000	-70084.12116288608	-70095.83550190377	11.71433901769734	-70095.83550190377	0.3076508148001497	11.71433901769734	9.939314539837422
150000	-70081.15051426878	-70094.10909911277	12.958584843992625	-70094.10909911277	0.30006072836216735	12.958584843992625	5.043174777141848
151000	-70083.40481354391	-70096.32597180996	12.921158266044024	-70096.32597180996	0.30190946572932365	12.921158266044024	8.837216573892983
152000	-70078.0297798458	-70091.36471534078	13.334935494972653	-70091.36471534078	0.3061415549195644	13.334935494972653	6.214082465969707
153000	-70078.18850228701	-70091.54526518361	13.35676289659475	-70091.54526518361	0.3040026037650208	13.35676289659475	7.070567093240109
154000	-70081.3217843954	-70094.91442629372	13.592641898307779	-70094.91442629372	0.29704357533697534	13.592641898307779	6.712586953470413
155000	-70081.23510567854	-70094.36906453742	13.133958858880948	-70094.36906453742	0.3152011966563752	13.133958858880948	6.130612601132871
156000	-70082.3952222432	-70095.3101991141	12.91497687090366	-70095.3101991141	0.3062919773808752	12.91497687090366	8.114934203031277
157000	-70079.30231727265	-70092.41037553267	13.108058260015085	-70092.41037553267	0.31373502804064723	13.108058260015085	5.719089041333831
158000	-70080.70159282397	-70093.78445708245	13.082864258477201	-70093.78445708245	0.31044581431112417	13.082864258477201	7.3035691075057985
159000	-70079.99589251519	-70093.48725179081	13.491359275614926	-70093.48725179081	0.3038167176322032	13.491359275614926	7.429455310771399
160000	-70081.46589599433	-70094.8521761814	13.386280187073503	-70094.8521761814	0.3050640406738039	13.386280187073503	7.4344603079837395
161000	-70078.57938332019	-70091.41839706966	12.83901374947271	-70091.41839706966	0.30243517349172744	12.83901374947271	5.029390805324555
162000	-70087.13528425804	-70099.83397646165	12.698692203614206	-70099.83397646165	0.30076120985708793	12.698692203614206	9.205095884635993
163000	-70083.53391623507	-70096.59831498723	13.064398752162237	-70096.59831498723	0.30741032441657606	13.064398752162237	5.477920086339019
164000	-70080.87787527277	-70094.13102292604	13.253147653270158	-70094.13102292604	0.30455123168057235	13.253147653270158	7.598709101029653
165000	-70081.58741188212	-70094.56331060326	12.975898721145011	-70094.56331060326	0.3098262016594955	12.975898721145011	5.2624644210481915
166000	-70081.86350141962	-70094.77916144165	12.915660022025126	-70094.77916144165	0.30915358428994294	12.915660022025126	8.288519517451327
167000	-70083.53271489516	-70096.7494564464	13.216741551238906	-70096.7494564464	0.3065625565870253	13.216741551238906	7.869649329032412
168000	-70083.47021613539	-70096.36743620856	12.89722007316303	-70096.36743620856	0.31039541759001776	12.89722007316303	8.04137545383864
169000	-70083.93412895456	-70096.93291681458	12.998787860017138	-70096.93291681458	0.31481778199853894	12.998787860017138	5.861307311604099
170000	-70079.60772722513	-70092.16080300396	12.553075778832012	-70092.16080300396	0.3100059047318542	12.553075778832012	8.94674375215649
171000	-70080.62246460802	-70091.5684578366	10.945993228582259	-70091.5684578366	0.3120582856854167	10.945993228582259	10.879420921808727
172000	-70081.83554112562	-70093.58255289683	11.747011771208424	-70093.58255289683	0.2986501328006622	11.747011771208424	10.896725723095287
