"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol"
"8784",103.909001832164,0.408495316168148,0.605283485595582,0.674882639109508,0.499750331304222,0.641632981737543,"8784","TNFRSF18"
"7293",201.375009065521,2.45425130688476,0.440980628516538,5.56544017622923,2.61491484084005e-08,3.01051446982767e-07,"7293","TNFRSF4"
"51150",7816.10556717744,-0.465404047590543,0.339939160148411,-1.36908041835297,0.170974138546878,0.290455153705961,"51150","SDF4"
"126792",558.775001029318,-1.07283690874976,0.236889034996999,-4.52885845376235,5.93032079339657e-06,4.2793533090353e-05,"126792","B3GALT6"
"388581",22.7210438350022,-0.827273947683732,0.487278154350355,-1.69774478970161,0.0895559402552556,0.174750438659019,"388581","C1QTNF12"
"118424",1025.29583722338,-0.412030901323437,0.218011841231365,-1.88994734871382,0.0587650021290515,0.124930637859561,"118424","UBE2J2"
"101928895",44.1126577971344,-2.36801699519119,0.301920821499789,-7.84317220464653,4.3930489056854e-15,1.2203554352679e-13,"101928895","LINC01786"
"6339",66.9957708646884,-2.5209864491133,0.474263527520666,-5.31558153394676,1.06317229863473e-07,1.09802963353673e-06,"6339","SCNN1D"
"116983",1503.90389933509,-1.35910061580139,0.34755391552955,-3.91047418853157,9.21151039255052e-05,0.000495573724123373,"116983","ACAP3"
"102465434",1.80650404047923,-0.452288063065857,1.30734532789455,-0.345959138274702,0.729373423607227,0.826919425693987,"102465434","MIR6726"
"109623456",7.77831402125754,-1.82107376078951,0.659262760744364,-2.76228822439987,0.00573977841588379,0.0180236792546871,"109623456","SNORD167"
"126789",161.032962848369,-1.23313298106631,0.295829226228321,-4.1683947079474,3.06752404243758e-05,0.000188364263212621,"126789","PUSL1"
"54973",1251.73565962111,-0.622392564353572,0.229761356834902,-2.7088652893045,0.00675137458448253,0.0206606085121821,"54973","INTS11"
"102465435",4.02921114906782,-1.54881516542508,0.754483909114969,-2.05281404508929,0.0400906158429693,0.0914432144041233,"102465435","MIR6727"
"80772",567.388343065591,-1.0798416760372,0.315061893107333,-3.42739537741978,0.000609401077917201,0.00258448673580516,"80772","CPTP"
"83756",52.3390816538568,-0.982478424119062,0.572589310356649,-1.71585184415529,0.0861891624493016,0.169316245793864,"83756","TAS1R3"
"1855",782.744095243508,-0.977844260656862,0.323430955648707,-3.02334777663936,0.00249994764500547,0.00887273688490356,"1855","DVL1"
"102466740",7.22003874358236,-1.62227254934118,0.681941796423074,-2.37890177409617,0.0173643023479872,0.045804373298447,"102466740","MIR6808"
"54587",256.764452931788,-1.85587439779125,0.429736492875693,-4.31863346157127,1.56998271887151e-05,0.000103358675657834,"54587","MXRA8"
"54998",1718.70634438509,-1.04637314977912,0.318435945014828,-3.28597686963511,0.00101629354976555,0.00405524469403365,"54998","AURKAIP1"
"81669",1757.9971817045,-0.307425494531504,0.196172562969511,-1.56711769412568,0.117087184050302,0.216440399527985,"81669","CCNL2"
"148413",308.484986110512,-0.661370941301438,0.242930285856771,-2.72247216508598,0.00647954916416439,0.019991706427115,"148413","MRPL20-AS1"
"55052",1073.18671935186,-0.667730582679753,0.204720336027284,-3.26167197474101,0.0011075722707642,0.00437299438451829,"55052","MRPL20"
"107984868",2.61329958246007,2.08366099867203,0.907402727224743,2.29629131162613,0.0216592305503519,0.0550262171757766,"107984868",NA
"441869",2.20187693333572,0.893939948016597,0.9245526783074,0.966889144329941,0.333599454012061,0.481126428966407,"441869","ANKRD65"
"105378585",0.188594421284824,-0.00105256637919711,3.16074699792792,-0.00033301190506141,0.999734294947299,NA,"105378585","ANKRD65-AS1"
"102724312",0.207341337143769,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"102724312","LINC01770"
"64856",4.49066897446629,-1.60323824750963,0.861071075139986,-1.86191162819979,0.0626155477196817,0.13145989676826,"64856","VWA1"
"219293",68.2720062798237,-0.995911355476399,0.290821757522191,-3.42447334051479,0.000615992278889146,0.00260676746899332,"219293","ATAD3C"
"83858",633.110731968773,-0.793902612225516,0.304982465781127,-2.60310903511177,0.00923825677344765,0.0267910494411519,"83858","ATAD3B"
"55210",549.246188748747,-0.994569469128122,0.268183045056142,-3.70854715636448,0.000208451843502782,0.00101645380496466,"55210","ATAD3A"
"339453",6.15514415828595,-1.77295247096608,0.713427219999248,-2.48512030556943,0.0129507659470928,0.0357670993572635,"339453","TMEM240"
"29101",2285.4551441,-0.588980434345641,0.189486178761946,-3.10830287567087,0.001881651243548,0.00693304199090756,"29101","SSU72"
"643988",311.693471525551,-1.90266206515848,0.368694880265795,-5.16053291487758,2.46247861528052e-07,2.37869474728299e-06,"643988","FNDC10"
"105378586",10.9230771596817,-1.36254725123717,0.592086469559376,-2.30126395600826,0.0213767157886306,0.0544094212599532,"105378586","LOC105378586"
"142678",709.084940462144,-1.42253147339243,0.407474762474934,-3.49109099359235,0.000481052386572967,0.00210259453755766,"142678","MIB2"
"8510",49.4055381665292,-0.661807430769376,0.34671839811771,-1.90877505884384,0.0562911156262889,0.12075201627943,"8510","MMP23B"
"984",1939.54307797593,0.0253021750809948,0.236686123792149,0.106901810193209,0.91486687709592,0.948227338909881,"984","CDK11B"
"728661",578.775599044924,-0.271735892296831,0.146512710727058,-1.85469158920316,0.0636402805195999,0.133148702053288,"728661","SLC35E2B"
"8511",1.86878494806257,-0.925019203770834,0.995336077261217,-0.929353637332359,0.352705846514319,0.501260036691504,"8511","MMP23A"
"728642",1722.50977642559,-0.0342821286625446,0.232766645214369,-0.147281104777586,0.882910146033408,0.927846414318447,"728642","CDK11A"
"9906",502.184300784567,-0.511150263213563,0.190378852241536,-2.68491094044973,0.00725491351943678,0.021924851592752,"9906","SLC35E2A"
"112268218",313.347791290222,1.2807010969242,0.249797052590424,5.12696640590107,2.94448031417972e-07,2.80690242562612e-06,"112268218","LOC112268218"
"65220",5057.20508294679,1.94492267223434,0.163811078399638,11.8729617754512,1.63572320435866e-32,1.54788619814087e-30,"65220","NADK"
"2782",8328.19847855834,0.420833124072178,0.154034256011069,2.73207489665114,0.00629368319796557,0.0195269427116407,"2782","GNB1"
"105378949",23.1692382298518,-0.872098230187652,0.36803332879745,-2.36961753718674,0.0178064943274702,0.0467430515842557,"105378949","GNB1-DT"
"163688",9.09716396950106,-2.77185775457072,0.591082912954702,-4.68945674764098,2.73931326456611e-06,2.1370131865226e-05,"163688","CALML6"
"339456",5.64458016321007,-2.25287420419926,0.674854438628818,-3.33831130869745,0.000842892567091063,0.00343998879195527,"339456","TMEM52"
"85452",0.28536334768993,-0.578121683313172,2.56574486825144,-0.225323137334058,0.821727901438225,NA,"85452","CFAP74"
"107984872",0.207208649690419,-0.00105256637919715,3.16074699792792,-0.000333011905061424,0.999734294947299,NA,"107984872","LOC107984872"
"105378589",4.91388103427898,-0.753396074949753,0.661833415075331,-1.13834698851523,0.254975620434526,0.394023995492254,"105378589","LOC105378589"
"2563",0.553215569090737,-1.73316679253062,2.60655916884613,-0.664925167725181,0.506098357393163,NA,"2563","GABRD"
"105378590",0.365930739523268,-0.578121778983771,2.80696014460563,-0.205960095334733,0.836822082299695,NA,"105378590","LOC105378590"
"5590",12.2582173707051,-0.958325569331137,0.47276309733289,-2.02707354854379,0.0426548915538778,0.0962546743391548,"5590","PRKCZ"
"100506504",2.16758728975245,-1.00956532678922,0.931401718035458,-1.08392040431129,0.278400091807479,0.420836339608943,"100506504","PRKCZ-AS1"
"199990",485.294156200061,-1.40113978558443,0.3954229494846,-3.54339521115479,0.000395010256486136,0.00177586785645824,"199990","FAAP20"
"112268219",111.104664387916,-1.39813593768779,0.449580223705797,-3.109869749526,0.00187169859777615,0.00690511436729492,"112268219","LOC112268219"
"105378593",6.29251076811559,-3.20518347752693,0.824918032292081,-3.88545692063628,0.000102137604336946,0.000543713992993314,"105378593","LOC105378593"
"6497",555.45068213749,-1.2634791702839,0.254603243874172,-4.96254152562302,6.95766847417558e-07,6.18973279498617e-06,"6497","SKI"
"79906",66.646550444629,-1.34669862649502,0.259552572198436,-5.18853893486145,2.11950450548255e-07,2.07397836835344e-06,"79906","MORN1"
"100129534",14.6811983659932,-0.821731841070263,0.424662953642947,-1.93502125396408,0.0529876875906979,0.115000967688221,"100129534","LOC100129534"
"11079",2411.89897614013,-0.32727449345361,0.143933323232275,-2.27379237902724,0.0229784726844591,0.0578662771118048,"11079","RER1"
"5192",358.427215315073,-0.801181079273791,0.185309604392777,-4.32347304339192,1.53591912897948e-05,0.000101460446661502,"5192","PEX10"
"9651",44.3475763117051,-1.21681984620812,0.561570835702314,-2.16681452961555,0.0302489991088019,0.072542129417307,"9651","PLCH2"
"55229",444.68884550199,-0.242033795922966,0.218453047996476,-1.10794423855725,0.267885898513841,0.409116163025549,"55229","PANK4"
"388585",0.652518506487798,1.10795221079416,1.91711153831427,0.577927881947019,0.563312810119637,NA,"388585","HES5"
"115110",1426.07142916345,-1.03618380180286,0.248320952671829,-4.17276025504075,3.00931548473368e-05,0.00018509271378859,"115110","TNFRSF14-AS1"
"8764",7405.43298602069,-0.748149866639632,0.313712492047066,-2.38482650709168,0.0170871775355014,0.0451860054355262,"8764","TNFRSF14"
"100996583",22.0613355858268,-0.822689160948737,0.478933245135605,-1.71775329715481,0.0858416234048236,0.168726126396584,"100996583","LOC100996583"
"127281",1698.45991304035,-0.98319551902858,0.254452138034308,-3.86397035852776,0.000111558765052891,0.000587684202685278,"127281","PRXL2B"
"79258",149.747771747803,-1.29823842193248,0.297719442868417,-4.36061014163009,1.29700275273221e-05,8.7061496772933e-05,"79258","MMEL1"
"105378597",5.78530460950161,-2.60961030518351,0.705349635151167,-3.69974006525746,0.000215820403479575,0.00104886913833007,"105378597","MMEL1-AS1"
"100287898",74.4543790669834,-0.970363387304349,0.35454565190808,-2.73692085090336,0.00620172122672412,0.0192718745754494,"100287898","TTC34"
"105378598",3.71502398923408,-0.214097835543096,0.673370510056547,-0.317949527556705,0.750523222828467,0.841753233003656,"105378598","LOC105378598"
"440556",0.84157414472357,1.61036939334819,1.52203427785715,1.05803753356686,0.290038331045481,NA,"440556","PRDM16-DT"
"63976",1.13516058395331,0.778568107171522,1.47852945441703,0.526582750749801,0.59848337305922,NA,"63976","PRDM16"
"105378606",0.319005479703682,1.766174612124,2.91563906124518,0.605759003437729,0.544674796823031,NA,"105378606","LOC105378606"
"107984909",0.207208649690419,-0.00105256637919715,3.16074699792792,-0.000333011905061424,0.999734294947299,NA,"107984909","LOC107984909"
"105378605",0.32886341915805,-0.578121646252063,2.4659700471519,-0.23443984930789,0.814643525219976,NA,"105378605","LOC105378605"
"105378604",12.9426255597501,3.90547675611813,0.692996472857516,5.63563727823059,1.74412141027255e-08,2.06833430003742e-07,"105378604","LOC105378604"
"27237",1.58361015410237,-2.08885352504747,1.21124889421589,-1.72454524831554,0.0846094578093863,0.166677123495363,"27237","ARHGEF16"
"1953",454.515194512145,-1.9529030288006,0.538824743477691,-3.62437518402764,0.000289660864625578,0.0013598800300133,"1953","MEGF6"
"105378608",0.314106075120817,-0.578121658814767,2.50023709785666,-0.231226734180676,0.817138661828979,NA,"105378608","LOC105378608"
"105378607",0.230671279600212,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"105378607",NA
"127262",996.422759078301,-0.736880089861915,0.138091882609026,-5.33615789675497,9.4936736703413e-08,9.91490486190557e-07,"127262","TPRG1L"
"49856",228.886606984072,-0.0543031710916027,0.170357778235092,-0.318759563867197,0.749908843283349,0.841185754483356,"49856","WRAP73"
"7161",17.191196794566,-1.4769156391294,0.394602162730009,-3.74279661548616,0.000181983521151694,0.000903282385690892,"7161","TP73"
"105378610",1.00338010660699,-1.94159200084458,1.47537552487458,-1.31599851570645,0.188174540856365,NA,"105378610","TP73-AS3"
"57212",265.740880576858,-0.00416188490187379,0.167840650634122,-0.0247966442345743,0.980217167749717,0.989397539264001,"57212","GFOD3P"
"148870",0.596600662352981,0.897214644762384,1.75389823657481,0.511554562318595,0.608962792743702,NA,"148870","CCDC27"
"388588",5.51048662347927,-0.44197084554754,0.786747067879353,-0.561769930377822,0.574272781819082,0.705988257109444,"388588","SMIM1"
"57470",801.808673299017,-0.198711764496464,0.178568258644821,-1.11280563524847,0.265791914646629,0.406796185473957,"57470","LRRC47"
"9731",501.687331503171,0.301078892610754,0.155977974121624,1.93026543847779,0.0535739570629655,0.115981414160585,"9731","CEP104"
"1677",153.839016324716,0.438752477391202,0.149163201633653,2.94142571750896,0.00326705190009403,0.0111925976721544,"1677","DFFB"
"107984910",11.3182656221654,0.166117438327594,0.493221956005998,0.336800574882708,0.736267239676457,0.831694733716433,"107984910",NA
"339448",388.351626999134,0.78596459893264,0.144647296215466,5.43366256747635,5.52089381897841e-08,6.01971368674465e-07,"339448","C1orf174"
"100133612",33.7350257849927,-0.18337475496255,0.310804284733884,-0.590000730265217,0.555190159917955,0.690472899494074,"100133612","LINC01134"
"55966",0.597778923387486,0.768069435601878,2.21217406833166,0.347201174897203,0.728440188241118,NA,"55966","AJAP1"
"107984911",0.20044482243503,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"107984911","LOC107984911"
"105376686",0.314106075120817,-0.578121658814767,2.50023709785666,-0.231226734180676,0.817138661828979,NA,"105376686","LOC105376686"
"100616421",0.195686766800724,-0.00105256637919746,3.16074699792792,-0.000333011905061521,0.999734294947299,NA,"100616421","MIR4689"
"261734",167.963400508507,-0.59488369561769,0.253554948761689,-2.34617268770726,0.0189673173105269,0.0492625437545191,"261734","NPHP4"
"8514",9257.60332645263,-1.76353616762873,0.200744572584986,-8.78497557826694,1.56398511861385e-18,5.99802464188003e-17,"8514","KCNAB2"
"26038",22.1607062076682,-2.09099716623387,0.485224329642663,-4.30934114077453,1.63741626365624e-05,0.000107372994934236,"26038","CHD5"
"6146",4002.4004647467,-0.993665140215147,0.231961517520677,-4.28374995488884,1.83769431823081e-05,0.000118898515936895,"6146","RPL22"
"107985733",13.4682668879539,-0.609315336475105,0.420424570311189,-1.44928574470351,0.147257800420495,0.258289205544658,"107985733",NA
"102724450",0.601379663897712,-2.71986789661652,1.80939253252419,-1.50319394367245,0.132789038834982,NA,"102724450","RNF207-AS1"
"388591",23.2991160969781,-1.07938024097175,0.358224476299625,-3.0131392810494,0.00258560220089808,0.00913773092981729,"388591","RNF207"
"23463",831.914526999693,-0.0234702019288273,0.233055837086475,-0.100706346694585,0.91978357305745,0.950910058942327,"23463","ICMT"
"148645",5.06659881025343,-0.246783726632991,0.683424083421626,-0.361098961273717,0.718025469725679,0.81871644346317,"148645","ICMT-DT"
"390992",0.225535118643697,1.15308905317177,3.16074699792792,0.36481535976391,0.715249238735148,NA,"390992","HES3"
"387509",102.426916004085,0.748822156083872,0.341924933858001,2.1900191589855,0.0285228473692465,0.0692093531938866,"387509","GPR153"
"11332",892.940732300865,1.09348760526545,0.212704625285414,5.14087365894453,2.73463898021004e-07,2.6175847376772e-06,"11332","ACOT7"
"54626",32.7330979456764,-1.56657086884489,0.441171503000146,-3.55093395242343,0.000383866735005557,0.00173078321212364,"54626","HES2"
"83715",5.66751433703236,-1.44256948838931,0.697643040874895,-2.06777593105526,0.0386610979846038,0.0887565779076521,"83715","ESPN"
"8718",4.26491070484785,0.434547183996363,0.714068221153367,0.608551355631651,0.542821855914604,0.679690366115104,"8718","TNFRSF25"
"57449",1.09432005856399,-0.390261087461185,1.28357639215668,-0.304041964191523,0.761095920741928,NA,"57449","PLEKHG5"
"79707",533.302686302479,-0.283384197835044,0.152899810103711,-1.85339797114743,0.0638253379219221,0.133434220160254,"79707","NOL9"
"80835",4.45559725064872,0.207659220681324,0.855556719899882,0.242718239306945,0.808223676977726,0.883210931275332,"80835","TAS1R1"
"3104",770.203917119075,-1.0543832951352,0.255442221405858,-4.12767822536255,3.66444395532531e-05,0.000219857192876335,"3104","ZBTB48"
"9903",579.051377820034,0.272482302758522,0.161432838157236,1.68789885545544,0.0914306464007311,0.177771638646902,"9903","KLHL21"
"107984913",5.45160948171107,0.368251120498387,0.683846046496283,0.538500035768487,0.590231880427373,0.719093035669342,"107984913","LOC107984913"
"148479",203.902561126614,0.481003335558111,0.291420225933652,1.65054890756835,0.0988307189158592,0.18934082014997,"148479","PHF13"
"90326",529.00714003246,-0.0843587634314154,0.247229615704322,-0.341216254335426,0.732940787597167,0.829627958498222,"90326","THAP3"
"55735",757.64363169685,-0.0361031125208699,0.169242545567134,-0.213321729473449,0.83107602593284,0.898724551299068,"55735","DNAJC11"
"110841581",5.08626016779737,-1.05565976601773,0.651906101727689,-1.61934328152476,0.105373423074377,0.1990900020898,"110841581","CAMTA1-DT"
"23261",396.61503210512,0.150983055222642,0.146157323274042,1.03301738045347,0.301595765076379,0.446420030216382,"23261","CAMTA1"
"105376692",0.177467648921294,1.15308905317177,3.16074699792792,0.36481535976391,0.715249238735148,NA,"105376692",NA
"102725193",0.406111772464479,-1.18814982721682,2.08094814890786,-0.570965609037588,0.568022955391805,NA,"102725193","CAMTA1-AS2"
"105376691",0.365930739523268,-0.578121778983771,2.80696014460563,-0.205960095334733,0.836822082299695,NA,"105376691","LOC105376691"
"105376689",0.817024956419664,0.706428388993329,1.383680392135,0.510543036534124,0.609671071915033,NA,"105376689","LOC105376689"
"9341",2315.22521988704,0.045107279052493,0.246424814267033,0.183046821752348,0.854761280760299,0.912124128114554,"9341","VAMP3"
"8863",312.322604388973,-0.0756779070588817,0.295419556075867,-0.256170945702209,0.79781884222332,0.876347134814168,"8863","PER3"
"10911",69.4100753686097,0.144790106083756,0.569075416876732,0.254430435386596,0.79916304037178,0.87724413716295,"10911","UTS2"
"3604",555.307181133728,3.8011707968917,0.335073124979749,11.3443022239442,7.91551213538572e-30,6.44283940558196e-28,"3604","TNFRSF9"
"11315",2571.231092335,-0.333345331446318,0.190170930954754,-1.75287216491373,0.0796239524741553,0.158967923640297,"11315","PARK7"
"54206",41.9594664182186,1.33642171011021,0.303859484345581,4.39815697373558,1.09174008143648e-05,7.45515322844229e-05,"54206","ERRFI1"
"107984915",0.828424595535001,-0.73436638065077,1.52207593905755,-0.482476834306625,0.629467251011745,NA,"107984915","LOC107984915"
"105376695",0.481363015645035,0.504648570098979,2.02836665642165,0.248795536300747,0.803518944081688,NA,"105376695","LOC105376695"
"50651",2.42374587389012,-3.45073071690338,1.21990471518036,-2.82868872786772,0.00467391338844224,0.0151453270837343,"50651","SLC45A1"
"473",2167.94484679815,1.06992835938846,0.272263050969777,3.92975967755254,8.50308034984878e-05,0.000461406078004964,"473","RERE"
"102724552",9.98949593917411,1.83307942081268,0.477500233347328,3.83890790578801,0.000123582770014079,0.000642591758578901,"102724552","RERE-AS1"
"106632271",0.183780714141815,1.15308905317177,3.16074699792792,0.36481535976391,0.715249238735148,NA,"106632271","SNORD128"
"2023",27887.5066316698,-0.295758979522607,0.172667315342172,-1.71288340782102,0.0867339913420658,0.170199830097947,"2023","ENO1"
"102465436",4.19723160625728,-0.599179221549371,0.619600021290119,-0.967041964107379,0.333523055993741,0.481046048356772,"102465436","MIR6728"
"100505975",1.37261432506641,-1.90594556522329,1.20019193174664,-1.58803397590715,0.1122786564978,0.209350007578077,"100505975","ENO1-AS1"
"112268261",31.0340966954062,-0.755627207685343,0.314637098066434,-2.40158332354628,0.0163242908727426,0.0434747931845983,"112268261","LOC112268261"
"6518",416.013484433205,-0.119116484839561,0.392532360628401,-0.303456470821587,0.761542015637635,0.849568053962165,"6518","SLC2A5"
"80045",467.484197080896,0.704300048828384,0.246793943754258,2.85379794217999,0.00431999981223932,0.0141721076140247,"80045","GPR157"
"106614088",636.447897705703,-0.0277126237058012,0.283785644645228,-0.0976533669997506,0.922207546237118,0.952420022687713,"106614088","MIR34AHG"
"407040",4.42887522409876,0.468129207771947,0.657451587353385,0.712036014174719,0.476442474911669,0.6213155774729,"407040","MIR34A"
"102724571",51.9499254314847,-0.468997610567105,0.37880333859574,-1.23810316008756,0.215677812308406,0.347437703624297,"102724571","LNCTAM34A"
"9563",2294.28804493274,-0.698530216457768,0.240102384033001,-2.90930146017108,0.00362237382958818,0.0122192784203714,"9563","H6PD"
"80176",2795.85054917708,0.241541604140661,0.252322757663296,0.957272369632938,0.338429797627531,0.48605179809019,"80176","SPSB1"
"100506022",6.21847704302049,-0.889870047030695,0.568800295620035,-1.56446832725477,0.117707625456099,0.217124866322705,"100506022","LINC02606"
"84275",141.31738239164,-0.396921457506115,0.191295605416925,-2.07491153098385,0.037994734822075,0.0875115693997313,"84275","SLC25A33"
"199953",160.80035425713,-0.680735690844583,0.235229497196542,-2.89392146375166,0.0038046331012146,0.0127491080989167,"199953","TMEM201"
"107985734",10.3973773955243,-1.1976007111448,0.503456510679006,-2.37875702417596,0.0173711219530505,0.0458171706259984,"107985734",NA
"5293",1150.14191483544,-0.41390849838025,0.259451803651527,-1.59531941021376,0.110640827234004,0.206913217932112,"5293","PIK3CD"
"644997",46.1890354314315,-0.212602496924774,0.511629796734837,-0.415539709144344,0.6777468522763,0.7895583335293,"644997","PIK3CD-AS1"
"101929074",19.839482724503,-1.27773197716285,0.603211818784694,-2.11821442712633,0.0341569118948875,0.0801389590809399,"101929074","PIK3CD-AS2"
"22883",1098.10027711957,0.31327560166714,0.160456203626775,1.95240566949861,0.0508900604690897,0.111299297036823,"22883","CLSTN1"
"56998",369.729512161067,-1.32212139647094,0.208700094633671,-6.33503017232283,2.37294832357816e-10,3.74000433477156e-09,"56998","CTNNBIP1"
