"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol"
"6716",0.626556559947239,-1.08235681638744,1.95621718877109,-0.553290719762758,0.580064354696196,NA,"6716","SRD5A2"
"107985862",0.287692464144386,-0.578121681087674,2.55986319701908,-0.225840850308285,0.821325203799728,NA,"107985862","LOC107985862"
"107985863",0.375506318957221,1.09506442957874,2.10404188050532,0.520457524978423,0.602744724977092,NA,"107985863","LOC107985863"
"105374449",0.663018580637663,1.23076561553618,1.5823722663132,0.77779776714854,0.436688244486778,NA,"105374449","LINC01946"
"51072",397.234338761443,0.5193978293569,0.222224271544501,2.33726867793057,0.019425218112607,0.0502220849004195,"51072","MEMO1"
"84661",306.037586509294,-0.428585291762398,0.20405473050085,-2.10034479823349,0.0356985211721451,0.083152478923991,"84661","DPY30"
"6683",189.659208297308,1.26882870915515,0.296299282333168,4.28225373738314,1.85009837507102e-05,0.000119634555759106,"6683","SPAST"
"55676",195.049204563342,0.756483882361413,0.295261462667142,2.56208133471934,0.0104046948794986,0.0296536351738306,"55676","SLC30A6"
"58484",508.271511457601,-0.794649738758186,0.240512661694686,-3.30398297186922,0.000953216218555201,0.00383311804314156,"58484","NLRC4"
"84272",883.745348039961,-0.539507813480885,0.21692419106716,-2.48707998322719,0.0128796438703929,0.0356002409948797,"84272","YIPF4"
"57448",949.110767068619,0.676901179170259,0.261759278427724,2.58596823476942,0.00971058792555162,0.0279837554244759,"57448","BIRC6"
"693143",1.04892065529448,1.21561676870344,1.30010044670097,0.935017576363494,0.349779241475345,NA,"693143","MIR558"
"103752586",10.7178600494445,-0.318993703899418,0.513614711631389,-0.621075870054814,0.534549704928318,0.672215444757253,"103752586","BIRC6-AS2"
"55622",154.956418382611,0.537808600953348,0.372773378679034,1.44272266131003,0.149098612919606,0.260923503755915,"55622","TTC27"
"100616219",0.205263703005176,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"100616219","MIR4765"
"285045",0.186864382661802,1.15308905317177,3.16074699792792,0.36481535976391,0.715249238735148,NA,"285045","LINC00486"
"4052",0.688475029013793,-1.14104748881788,2.19358683290328,-0.520174297047391,0.602942098167605,NA,"4052","LTBP1"
"25780",1560.41968778916,1.3773811124404,0.195093064004178,7.06012343119949,1.66354769828834e-12,3.47004721043498e-11,"25780","RASGRP3"
"105374454",235.948926261895,0.119811107929595,0.257147567803075,0.465923551030226,0.64127022288748,0.762339368736475,"105374454","RASGRP3-AS1"
"25940",533.955658663238,0.0864248321792863,0.206397423760365,0.418730188607533,0.67541333025899,0.787959652956752,"25940","FAM98A"
"105374455",0.496473128624976,2.43984576795083,1.90999355950977,1.27741046863899,0.201457370772931,NA,"105374455","LOC105374455"
"104355287",1.31297882545131,-1.80301876424203,1.23692000638079,-1.45766804234789,0.144932064710463,0.255036173134392,"104355287","LINC01317"
"151325",4.13298361354099,-0.322320673338694,0.814860673512115,-0.395553109649366,0.692434734557119,0.800078829888081,"151325","MYADML"
"104355288",0.212104566205211,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"104355288","LINC01320"
"105374458",0.880175026376501,-1.05135872992836,1.47711598814184,-0.711764504865278,0.476610616108508,NA,"105374458","LOC105374458"
"100288911",5.58336852198121,0.655192289895976,0.668558822990075,0.980006945336061,0.327082690317342,0.473994918665457,"100288911","CRIM1-DT"
"51232",438.490240070328,2.08844026969306,0.299425819716531,6.97481690680584,3.06269419108702e-12,6.19430565371979e-11,"51232","CRIM1"
"9637",1263.29402404112,0.05352095868611,0.147746667914335,0.36224816059569,0.717166592955587,0.818321654101707,"9637","FEZ2"
"5212",0.223830416400176,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"5212","VIT"
"6801",429.606953897632,0.499753985600927,0.299055181457424,1.67110960313549,0.094700030904498,0.182872004929557,"6801","STRN"
"54497",310.220512091839,0.949448139419475,0.335747810524601,2.82786100060035,0.0046860148133449,0.0151760905453333,"54497","HEATR5B"
"253635",215.000936207143,-0.251284834273319,0.184420074144004,-1.36256768922619,0.17301879768104,0.293051847440115,"253635","GPATCH11"
"5610",5114.83224522801,4.01560550093164,0.229589206754607,17.4903932013828,1.69583192259211e-68,4.53761739379561e-66,"5610","EIF2AK2"
"100505876",654.870774969675,-0.449426306275675,0.23158934925927,-1.94061733716662,0.0523047095996395,0.113725618383808,"100505876","CEBPZOS"
"10153",780.267072520032,0.412438643226215,0.244520910267182,1.68672136372939,0.091656942168418,0.178088803667357,"10153","CEBPZ"
"55471",302.712011358172,0.247223866711499,0.182519047915902,1.35450995134168,0.175573740720219,0.296473314248221,"55471","NDUFAF7"
"23683",194.226323671415,1.27839558573108,0.363351502481672,3.51834401949545,0.000434249015984341,0.00192550149392371,"23683","PRKD3"
"101929542",0.663036671538922,-2.08709944945412,1.6693595872013,-1.25023959214992,0.211212037865217,NA,"101929542","PRKD3-DT"
"25797",114.96734194522,0.803004497569985,0.364828593252022,2.20104594985863,0.0277327710654247,0.0676436690729277,"25797","QPCT"
"107985868",0.29072048115567,-0.578121678240012,2.55231747224386,-0.226508529807524,0.820805925791352,NA,"107985868","LOC107985868"
"105374464",6.58666664007471,3.08733316582054,0.872043101272206,3.54034469318832,0.000399604749543599,0.00179375221068751,"105374464","LINC03063"
"10602",660.277992844936,0.500705770401668,0.238302711317231,2.10113333429565,0.0356292634559531,0.0830326983673174,"10602","CDC42EP3"
"107985870",1.14858467856281,2.90220072215011,1.47727805168662,1.96455956198405,0.0494652361663123,NA,"107985870","LOC107985870"
"107985869",0.174383980401307,1.15308905317177,3.16074699792792,0.36481535976391,0.715249238735148,NA,"107985869","LOC107985869"
"101929559",1.54305709166709,-2.6815356832901,1.23896925975628,-2.16432785734942,0.0304391962191509,0.072903122937479,"101929559","PIRAT1"
"151393",1088.99719418297,0.120864259066588,0.223689148010612,0.540322407866,0.588974707717198,0.718239667049863,"151393","RMDN2"
"101410544",0.271070697434629,0.576024556802314,2.60340066315275,0.221258511974389,0.824891152049775,NA,"101410544","RMDN2-AS1"
"107985872",13.5917830071621,0.47042837140322,0.516972645395734,0.909967627093914,0.362839582731516,0.512159995537652,"107985872",NA
"1545",1695.85478082284,0.408596158958147,0.208126607078079,1.96320962847803,0.049621821030784,0.108949761872289,"1545","CYP1B1"
"285154",16.869405287652,0.167910290432684,0.366217056293691,0.458499372290368,0.64659371337507,0.766397915155716,"285154","CYP1B1-AS1"
"107985871",1.84141173201804,1.06820160426329,1.00671073658553,1.06108096938185,0.288653105644863,0.432125765035804,"107985871","LOC107985871"
"102723739",3.23119442795558,-0.626523724453369,0.702326042740334,-0.892069617707469,0.372355618545652,0.52242444817528,"102723739","LOC102723739"
"64225",156.439910727493,0.432017274445689,0.304395873635453,1.41926127081169,0.1558228588173,0.270076712858904,"64225","ATL2"
"105374468",0.605962690495211,-1.89346381560745,1.70484355490552,-1.11063787064754,0.266724254915417,NA,"105374468","LOC105374468"
"92906",451.431155162321,1.70327278816362,0.281132559197984,6.05861090235411,1.37302068978251e-09,1.93010559404874e-08,"92906","HNRNPLL"
"130589",7792.20269027638,1.30076274311714,0.218874125876467,5.94297173276338,2.79900716521122e-09,3.78386108007851e-08,"130589","GALM"
"6432",1512.07975947412,1.02450799120632,0.291146408292469,3.51887559669689,0.000433379875296199,0.00192274635353921,"6432","SRSF7"
"79833",172.150036966093,-0.820087923426259,0.197797580397401,-4.14609684192597,3.38190835525779e-05,0.000204699543947078,"79833","GEMIN6"
"90957",329.495348930932,0.16160861309018,0.31531872379669,0.512524632677321,0.608283885203762,0.734719999342164,"90957","DHX57"
"105374470",6.83168727167195,0.319249448638471,0.565184301818798,0.564859016096353,0.572169661851121,0.704402007416164,"105374470","LOC105374470"
"729967",198.384835576005,-0.981189265441171,0.269717058251858,-3.63784653369958,0.000274927152497769,0.00130240724114684,"729967","MORN2"
"100271715",6.93969894787228,0.401347141592188,0.570889997095228,0.703020097802205,0.482043224714468,0.626863539921127,"100271715","ARHGEF33"
"105374471",0.757700300154811,-0.454037657252471,1.92781688324666,-0.235519079222826,0.813805872205178,NA,"105374471","LOC105374471"
"375196",5.70339927902419,-2.1319252010129,0.654035862616846,-3.25964572108157,0.00111551459623574,0.0044012446228263,"375196","LOC375196"
"6654",913.136698898685,2.18305873661399,0.285391698508229,7.6493421077945,2.02010147039096e-14,5.30168456924816e-13,"6654","SOS1"
"344387",24.1208923233545,0.166009552896398,0.449291536739273,0.369491831742948,0.711761160440913,0.814085788527687,"344387","CDKL4"
"8491",239.814892139051,1.43610802987192,0.437624687581178,3.28159738384395,0.0010322087416275,0.00411099868200968,"8491","MAP4K3"
"728730",330.137251464524,-0.879251074953527,0.242273095982603,-3.62917339784465,0.000284330213284863,0.00133874679914172,"728730","MAP4K3-DT"
"130733",50.9381167774738,-1.62776586459603,0.371227340695246,-4.38482214577057,1.1608058047749e-05,7.86678262863317e-05,"130733","TMEM178A"
"80745",89.9376091424012,0.30965002883642,0.210349047480843,1.4720771619592,0.141000041905565,0.249873627856246,"80745","THUMPD2"
"112268436",0.327260003541374,-0.578121820569301,2.90557301277182,-0.19896998562008,0.8422862231547,NA,"112268436","LOC112268436"
"100128590",34.5863406153374,0.91473197812993,0.455269425305906,2.00921021110807,0.044514845270304,0.0997555913599737,"100128590","SLC8A1-AS1"
"6546",1119.1568240433,2.25860492233731,0.31379343257683,7.19774440079878,6.12167590395938e-13,1.35205401677676e-11,"6546","SLC8A1"
"101929667",9.64604380736908,-0.679857094886791,0.489260696473224,-1.38956000305657,0.164662528393282,0.281706401004425,"101929667","LOC101929667"
"105374473",0.22245145012371,1.15308905317177,3.16074699792792,0.36481535976391,0.715249238735148,NA,"105374473","LOC105374473"
"105374475",0.283633309066908,0.576024817619204,2.57015824472241,0.224120370332068,0.82266364238622,NA,"105374475","LOC105374475"
"105374497",0.227132469813369,1.15308905317177,3.16074699792792,0.36481535976391,0.715249238735148,NA,"105374497","LOC105374497"
"101929700",0.243754236523126,-0.001052416553469,3.13541712065147,-0.000335654400346684,0.999732186541227,NA,"101929700","LINC01794"
"105374506",0.347364026128267,-0.578121632920281,2.42907656409028,-0.238000580742005,0.811880643776666,NA,"105374506","LOC105374506"
"101929723",23.6468546084008,6.85064782384832,0.991914978157197,6.9064869214654,4.96802712855832e-12,9.76779590588759e-11,"101929723","LINC01914"
"400950",1.07429353752832,1.13542986254821,1.770046023176,0.641469118701729,0.52121793850001,NA,"400950","LINC02898"
"105374517",0.20252763000076,-0.00105256637919711,3.16074699792792,-0.00033301190506141,0.999734294947299,NA,"105374517","LOC105374517"
"91461",1.29977137681962,0.801730036998607,1.26215366170028,0.635207947595363,0.525292800509301,0.66403970149639,"91461","PKDCC"
"105374531",4.18864725238612,1.83638538512622,0.880200568660879,2.08632606079778,0.0369490975580717,0.0855178009598679,"105374531","LOC105374531"
"102723824",11.6146788668519,1.11091920841465,0.587674055392166,1.89036626378429,0.0587089921151918,0.124870307284761,"102723824","EML4-AS1"
"27436",1007.34368500406,0.572262196455488,0.29921450063917,1.91254833984665,0.0558058985602745,0.11992112181156,"27436","EML4"
"107985874",10.9079670801971,0.483338906884526,0.475112493726071,1.01731466393136,0.309003762937707,0.454667757880468,"107985874",NA
"107985873",14.2602996150589,1.01528041713625,0.451216186443681,2.25009750899743,0.0244427561857978,0.0608624367578552,"107985873",NA
"9167",1228.73563531261,-0.404336560422499,0.213686523138321,-1.89219495213916,0.0584650106938702,0.124429236052533,"9167","COX7A2L"
"105374537",0.340523162928232,-0.578121637705836,2.44238390804397,-0.236703835053039,0.812886559561912,NA,"105374537",NA
"170850",1.1718529031884,0.345757718425356,1.25771606246946,0.27490920148263,0.78338599766599,0.865845724036966,"170850","KCNG3"
"57504",266.024131061062,-0.966098738739802,0.193578555623362,-4.99073224112437,6.01508310507002e-07,5.40220368838445e-06,"57504","MTA3"
"105374555",1.60409492649922,0.450168805875631,1.15872195630256,0.388504596315844,0.697642653311136,0.803623302807162,"105374555","LOC105374555"
"165140",643.40041482851,-2.31301955713006,0.30013793110218,-7.70652196020704,1.29292998875901e-14,3.47553316493315e-13,"165140","OXER1"
"23498",1118.8661769163,-1.38223535490877,0.193209678287878,-7.15406892220624,8.42427349689938e-13,1.81582095124371e-11,"23498","HAAO"
"107985875",10.2845235826401,-1.81691022608148,0.456652108370124,-3.97876237244665,6.92749354170255e-05,0.000385986410141919,"107985875",NA
"100189265",0.718239803477395,-0.380863150791587,1.58065799179209,-0.24095228238449,0.809592100122165,NA,"100189265","TRI-TAT2-1"
"105374567",0.636133496151691,-1.96643946497321,2.12588911071681,-0.924996254536609,0.354967855719242,NA,"105374567",NA
"105374568",0.230671279600212,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"105374568","LOC105374568"
"112268413",0.594972093653103,0.979638506649024,1.76368799193822,0.555448872548281,0.578587671865818,NA,"112268413","LOC112268413"
"102723854",3.44622319135959,-0.844313384304154,0.723600145582726,-1.16682312663745,0.243281805500804,0.380005590213776,"102723854","LINC01819"
"107985876",1.24336969289535,-0.562665833798735,1.42065995835134,-0.396059472564921,0.692061155007957,0.79980596869534,"107985876","LOC107985876"
"100506047",0.648161306744085,-2.81046856573957,2.05499836115975,-1.36762569686599,0.171429268697124,NA,"100506047","LINC02580"
"105374570",8.14860150962915,-2.09873816528246,0.652753367935013,-3.215208482067,0.00130349815580297,0.0050447437354842,"105374570","LOC105374570"
"678",3523.98212888595,1.17830537424961,0.191321772678627,6.15876257967184,7.33155434314886e-10,1.07679024324393e-08,"678","ZFP36L2"
"100129726",8.50514926565224,0.883495662466669,0.511056976390857,1.72876157313421,0.083851776208253,0.165530352594913,"100129726","LINC01126"
"63892",1120.31852938488,0.148489481945941,0.144225745193038,1.02956293792899,0.303215220725432,0.448332515451431,"63892","THADA"
"107985877",54.6121701453567,-0.10111379696072,0.342769216255843,-0.294990892312945,0.768000837179688,0.854360130736837,"107985877",NA
"130271",4.45958461073362,2.42215384893059,0.832961652526086,2.9078815832458,0.00363886099836402,0.0122624558744812,"130271","PLEKHH2"
"51626",98.5563508974062,-0.35823267372111,0.234598550341657,-1.52700292989619,0.126760282815661,0.230247551784158,"51626","DYNC2LI1"
"105374571",1.47413367112064,-0.648356095481874,1.12004088676258,-0.578868238780026,0.562678082553242,0.696214685008872,"105374571","LOC105374571"
"64240",0.9392489744304,0.2268711921601,1.48622368966519,0.152649425344046,0.878674745929659,NA,"64240","ABCG5"
"64241",6.812375562482,-0.894976808634658,0.569744381361611,-1.57083920072329,0.116220003960502,0.215130842254812,"64241","ABCG8"
"10128",840.306881713469,-0.10099079000272,0.297666060594589,-0.339275461236631,0.734402226631213,0.830232587108975,"10128","LRPPRC"
"102723904",14.1386785056996,0.214301420785763,0.410784748052846,0.521687871328158,0.601887670728725,0.729538418520117,"102723904","PPM1B-DT"
"5495",614.159579587592,1.09580792018686,0.289115907700547,3.79020279064633,0.000150524343851005,0.000764422041347832,"5495","PPM1B"
"6519",74.0305341708946,-0.517913035150448,0.258745357540289,-2.00163218414384,0.0453243049293309,0.101267347581332,"6519","SLC3A1"
"9581",151.341630937291,0.152670388236918,0.288846978152898,0.528551100701161,0.59711688948781,0.725456172626739,"9581","PREPL"
"79823",90.5649379829014,-0.308114881281755,0.211405687508454,-1.45745786176842,0.144990035011786,0.255095599053653,"79823","CAMKMT"
"107985878",4.13335892080948,-0.511681413000037,0.773151662665634,-0.661812471871156,0.508091412140296,0.649311593281399,"107985878",NA
"105374573",0.676953146124098,-1.10919776993501,1.92854508116297,-0.575147441856081,0.5651915848323,NA,"105374573","LOC105374573"
"100506108",0.211924363741268,-0.00105256637919711,3.16074699792792,-0.00033301190506141,0.999734294947299,NA,"100506108","SIX3-AS1"
"6496",1.04073497165685,-1.90311282649054,2.01677227687223,-0.943642893307736,0.345352165360214,NA,"6496","SIX3"
"10736",0.175384841355564,-0.00105256637919711,3.16074699792792,-0.00033301190506141,0.999734294947299,NA,"10736","SIX2"
"105374576",0.207341337143769,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"105374576","LOC105374576"
"105374577",0.207208649690419,-0.00105256637919715,3.16074699792792,-0.000333011905061424,0.999734294947299,NA,"105374577","LOC105374577"
"55133",239.236760654332,1.82817912789749,0.32221717128875,5.67374830020835,1.39706358370817e-08,1.67813432224677e-07,"55133","SRBD1"
"102724965",16.1472722640958,1.26353062368666,0.498554513244604,2.53438809622558,0.0112643898662056,0.0317346885750211,"102724965","LOC102724965"
"5581",200.622575993103,1.83383262529698,0.25772444301147,7.11547808143043,1.11525569665352e-12,2.37530076508667e-11,"5581","PRKCE"
"105374580",2.29351520654647,4.67229757586458,1.60019917660743,2.91982250970175,0.00350230793924201,0.0118814087026544,"105374580","PRKCE-AS1"
"101926974",2.1137267805088,-2.60586129179245,1.1644792983666,-2.23779099847258,0.0252346877004923,0.0625000845813129,"101926974","LOC101926974"
"105374581",8.69680213561818,0.332975482562402,0.482581261385991,0.689988421030034,0.490201468967133,0.633624034428699,"105374581","LOC105374581"
"2034",1435.27604533526,-0.533685440634031,0.308791234382004,-1.72830502038737,0.0839335534695056,0.165639978909513,"2034","EPAS1"
"105374582",0.488192938088119,-1.55887396049444,2.23715425129701,-0.696811120462827,0.485921005783926,NA,"105374582","LINC01820"
"90423",19.5184085320137,-1.17788225367697,0.367770159211421,-3.20276733762905,0.00136113899121553,0.00523215894592245,"90423","ATP6V1E2"
"23433",1344.6763786694,-0.00250656738791267,0.218391340705347,-0.011477411969802,0.990842551245054,0.994446194445815,"23433","RHOQ"
"100506142",33.9124788756024,1.35893755354639,0.381370858680296,3.5632967821634,0.000366226230749146,0.00166186752935855,"100506142","RHOQ-AS1"
"5281",215.426696661703,0.752623769105471,0.351133691174746,2.14341086606503,0.0320801213415446,0.0761441026373459,"5281","PIGF"
"9419",214.511047303204,-0.0929794780947452,0.174691011678738,-0.532251071198427,0.594552115329418,0.723161016393412,"9419","CRIPT"
"105374584",12.3882972981153,0.135715421441273,0.404319691728011,0.335663644927217,0.737124523863892,0.832380392482539,"105374584","LOC105374584"
"9655",82.9859877538501,0.410354566447328,0.362281988861819,1.13269381052185,0.257342857802243,0.397075918789582,"9655","SOCS5"
"388948",1.93654025320546,-0.424850377486044,1.09972043497496,-0.386325800607424,0.699255394782358,0.804883620210568,"388948","LINC01118"
"100134259",2.13655799140623,-1.09047772087631,0.890374411644726,-1.22474063339483,0.220672959199457,0.353669247311818,"100134259","LINC01119"
"107985880",0.661710345690807,-2.03329151990749,2.15917142018657,-0.941699904369705,0.346346304029114,NA,"107985880","LOC107985880"
"90411",747.738381792104,0.592870721329394,0.253584800972495,2.33795842280666,0.0193894050764766,0.0501464751300645,"90411","MCFD2"
"57217",1625.43336342636,0.201075783985633,0.194590666501287,1.03332697092285,0.3014509095852,0.446290748170559,"57217","TTC7A"
"285051",4.35916534516469,-1.75318653615736,0.709168873058379,-2.47217073783361,0.0134295360176083,0.0368923966195308,"285051","STPG4"
"805",6214.41186940014,-0.879896230964986,0.297104974369085,-2.96156680928511,0.00306078081293221,0.0105744877537688,"805","CALM2"
"101927043",1.30582790185908,-0.294954994980417,1.2163349590169,-0.242494875933529,0.808396726809335,0.883256707190205,"101927043","EPCAM-DT"
"105374588",0.188594421284824,-0.00105256637919711,3.16074699792792,-0.00033301190506141,0.999734294947299,NA,"105374588","LOC105374588"
"618",59.0322944377732,-2.7710514838284,0.372743444715372,-7.43420581398658,1.05198069126952e-13,2.55094359500658e-12,"618","BCYRN1"
"4072",0.757069524939612,-1.5209294624947,1.66364014953097,-0.914217815026583,0.360602404941476,NA,"4072","EPCAM"
"4436",94.0860298087427,-0.0453897074986947,0.323113132144231,-0.140476207814524,0.888283749492113,0.931211187418157,"4436","MSH2"
"56660",5.02446957058287,-0.766287566208988,0.67716555953934,-1.13161036531491,0.257798280382303,0.397560749179528,"56660","KCNK12"
"644093",0.278713141869917,-1.63360091137273,3.02198533882031,-0.540572083652279,0.588802563903411,NA,"644093","MSH2-OT1"
"440864",0.392128085666978,-0.0010461034555917,2.11893110336867,-0.000493693944993592,0.999606089239529,NA,"440864",NA
"2956",429.774351655224,0.805855627865981,0.235053780644302,3.42838828483024,0.000607176370734945,0.00257692957781928,"2956","MSH6"
"80204",710.292293104213,1.13380759988607,0.301924085623742,3.75527377202699,0.000173152102514697,0.00086386793708522,"80204","FBXO11"
"100506235",9.21769568572099,-0.607626433450372,0.649963045293192,-0.934863047754165,0.349858882648237,0.498309161109173,"100506235","LOC100506235"
"105374590",1.12566259505733,0.219476476817519,1.23996304789398,0.177002433411454,0.859506478174106,NA,"105374590","LOC105374590"
"105374593",0.622837547696452,1.88277151726908,1.69571514570644,1.11031119939942,0.26686494874523,NA,"105374593","LOC105374593"
"102724008",1.48942240833642,3.39204307658015,1.28456925000824,2.64060740715877,0.00827575559692012,0.0244370245928911,"102724008","LOC102724008"
"3344",255.404119402441,1.65474915494545,0.398295578194875,4.15457576115954,3.25891627078265e-05,0.000198590538831242,"3344","FOXN2"
"129285",615.245283169231,-0.00986507335843585,0.291910232859833,-0.0337948870849374,0.973040713133566,0.985101102941475,"129285","PPP1R21"
"286749",6.34929432203466,-0.0717065850182313,0.626529650904756,-0.114450425314559,0.908880742947821,0.944293261406869,"286749","STON1-GTF2A1L"
"11037",6.33916411231029,-0.368672824604085,0.584108612637931,-0.631171697570248,0.527928265449455,0.66657393614536,"11037","STON1"
"3973",0.346006919400318,-1.89865296956333,3.12536586938765,-0.607497825505893,0.543520585281577,NA,"3973","LHCGR"
"105374594",0.320946938320853,-0.5781218281753,2.92324949313206,-0.197766844579483,0.843227487975812,NA,"105374594","LOC105374594"
"2492",1.14388171293676,-0.304959116533223,1.24121541022992,-0.245693949672066,0.805919156127388,NA,"2492","FSHR"
"9378",1.5409871545104,-1.47207310210946,1.62519448667612,-0.905782731961002,0.365050862644591,0.514493638355417,"9378","NRXN1"
"730100",1.64201526545762,-0.113874817664244,1.1424823406013,-0.0996731534636329,0.920603814812449,0.95146409791841,"730100","NRXN1-DT"
"107985883",0.365929382752769,2.03986009354447,2.0562669280148,0.992021058041251,0.321187253139308,NA,"107985883",NA
"105369165",0.170218365269847,-1.15519418593017,3.16074699792792,-0.365481383574033,0.714752100868403,NA,"105369165","LOC105369165"
"105374600",1.10796899589568,2.13832419850755,1.34137569098895,1.59412773980647,0.110907426966341,NA,"105374600","LOC105374600"
"105374601",0.38064854436074,-1.10622996940315,2.1015647049735,-0.526383968471291,0.598621452120667,NA,"105374601",NA
"51130",76.6453326418327,0.270149539208711,0.263228806690084,1.02629169886704,0.304754108941087,0.449836465794152,"51130","ASB3"
"100302652",48.9500368973406,0.4612320633416,0.321386137818281,1.43513365720332,0.151249014194209,0.263957253274382,"100302652","GPR75-ASB3"
"494143",13.1109886858299,1.17361851370162,0.474594899511285,2.47288480114337,0.0134027338276756,0.0368318074341236,"494143","CHAC2"
"27248",414.056880617261,0.950079441151879,0.248226481911467,3.82747011453329,0.000129467097557205,0.00066989654679577,"27248","ERLEC1"
"112268415",92.9934255441785,0.240874628187678,0.229778478380616,1.04829064012114,0.294504720686959,0.438404872290045,"112268415","LOC112268415"
"100500850",1.69512910290112,0.636540762747038,1.06069228638119,0.600118216112189,0.548427453260283,0.684659338469788,"100500850","MIR3682"
"10936",32.2980706292981,1.03466718101051,0.505800978045811,2.0456013845762,0.0407956051378886,0.0928147861615431,"10936","GPR75"
"23198",1219.16920092077,0.555142271580482,0.231354571168714,2.39953016176044,0.0164161273307702,0.0436744032152001,"23198","PSME4"
"98",111.026626496645,-0.167234399891777,0.223935561817633,-0.74679697380074,0.455186122587122,0.602300787114512,"98","ACYP2"
"105374615",1.93400275714537,-0.347622588239727,0.927595057860535,-0.374756835209435,0.707841319030362,0.811149174197097,"105374615","LOC105374615"
"388951",2.91712141273952,1.26378266819552,0.925542063458055,1.36545135882178,0.172111231144547,0.291854410679917,"388951","TSPYL6"
"105374610",4.27632146743754,-0.148371000243797,0.764838851941519,-0.193989884100634,0.846183802764934,0.907141967041027,"105374610","LOC105374610"
"102724072",0.632973682706924,-1.86832122028657,1.57419458387074,-1.18684261744352,0.235289705050703,NA,"102724072","LOC102724072"
"6711",118.192997599309,0.118786794109917,0.415986678424605,0.285554322459983,0.775219492612444,0.859431115750313,"6711","SPTBN1"
"105374640",0.314457147467372,0.576025386374598,2.49613263992089,0.230767138397282,0.817495711968286,NA,"105374640","SPTBN1-AS1"
"56969",7.49349036314583,-0.642229822353472,0.498354475342903,-1.28870082266558,0.19750211638415,0.324417990919181,"56969","RPL23AP32"
"105374653",0.285609656578656,-1.66243365361178,2.5361458704044,-0.655496071031079,0.512148415206975,NA,"105374653","LOC105374653"
"400954",2448.14087078111,0.00287164316471243,0.185967298739078,0.0154416565932998,0.987679830226249,0.992969067926446,"400954","EML6"
"105374667",0.292450519778692,-1.68688667783559,2.52226135992751,-0.668799318197566,0.503623501720164,NA,"105374667","EML6-AS1"
"57142",4877.57734219245,0.612064068200402,0.218218383195424,2.80482358652742,0.00503441258139967,0.0161404889798103,"57142","RTN4"
"105374662",1.05246035610118,-0.507188847149705,1.41147770181132,-0.359331816931178,0.71934687510134,NA,"105374662","LOC105374662"
"105374674",1.36757526618219,-0.924083041276751,1.26975399320622,-0.727765414577176,0.466757199241506,0.613150546873372,"105374674",NA
"130162",52.3683969862239,-0.828705483709357,0.4288198356641,-1.93252600460043,0.0532946155567959,0.115507421042036,"130162","CLHC1"
"6233",3648.51310173233,-1.13998035116573,0.251229654437804,-4.53760267161433,5.6897331398922e-06,4.13135676118374e-05,"6233","RPS27A"
"4528",1385.33081454596,0.293173741924603,0.175197743683873,1.6733876576265,0.0942510059971417,0.182110654764896,"4528","MTIF2"
"344405",172.666574535753,0.495326143105827,0.241639521692047,2.04985566780374,0.0403785174136392,0.0920007347432815,"344405","PRORSD1P"
"55704",12836.4949828052,-0.235213856029885,0.197280180224348,-1.19228325806677,0.233150196863857,0.367966334426693,"55704","CCDC88A"
"112942",614.324447656937,0.0805303023152667,0.202848139646967,0.39699798309918,0.691368947913036,0.799442565987859,"112942","CFAP36"
"57223",631.72820861558,0.610265871077805,0.285027750721359,2.14107527962916,0.0322679678265994,0.0765324526780853,"57223","PPP4R3B"
"107985885",6.03215338075644,0.187721941813204,0.536547823660583,0.349869915662832,0.726436325654562,0.824967991120648,"107985885","PPP4R3B-DT"
"87178",1396.20786371571,4.20380863620245,0.349796897845365,12.0178556816728,2.86305067888051e-33,2.78865927839579e-31,"87178","PNPT1"
"2202",0.539364569746585,-1.67138133863086,2.22988995396865,-0.749535346197788,0.453534602817398,NA,"2202","EFEMP1"
"105374690",0.347183823664324,0.576025847329466,2.43448679593266,0.236610791355223,0.812958747614592,NA,"105374690","LOC105374690"
"100129434",0.424275238835206,-2.19895619590388,2.28627310819074,-0.961808188193249,0.336145964171051,NA,"100129434","LOC100129434"
"107985795",0.250595099723162,-0.00105225013531215,3.1070400206187,-0.000338666424741648,0.999729783293602,NA,"107985795",NA
"114800",2.50312224423031,1.59686684516263,0.993693572795713,1.60700128176327,0.108054086933369,0.203083407857411,"114800","CCDC85A"
"105377632",3.05555456978468,0.602398625299142,0.803384260750399,0.749826272096086,0.453359343519821,0.600805656256286,"105377632",NA
"105374697",0.566206812136171,-0.945975181200438,1.77367300983432,-0.533342490952603,0.59379651916358,NA,"105374697","LOC105374697"
"105377628",0.809677679676057,0.0381660003658642,1.51796277620391,0.0251429092756207,0.979940974336203,NA,"105377628","LOC105377628"
"7444",483.290313254009,2.02542053258856,0.29201420408765,6.93603428955331,4.03259759845458e-12,8.02349055507899e-11,"7444","VRK2"
"105374726",1.43939550558838,1.8688031771192,1.21893303845359,1.5331467095929,0.125239711061549,0.227983674835924,"105374726",NA
